,Dependent_count,Months_on_book (Length of relationship with bansk[months]),Total_Relationship_Count (How many products with customer) ,Months_Inactive_12_mon (Card not used),Contacts_Count_12_mon (Number of contacts in 12 months),Credit_Limit,Total_Revolving_Bal (Balance unpaid at month end),Total_Amt_Chng_Q4_Q1(Ratio Q4/Q1),Total_Trans_Ct (Transaction Count 12 months),Total_Ct_Chng_Q4_Q1 (Change in the transaction amount Q4/Q1),Avg_Utilization_Ratio (Credit usage/Total Credit available),Gender_code,Education_Level_code,Marital_Status_code,Income_Category_code,Card_Category_code
2993,2,28,5,5,2,14999.0,1123,0.539,69,0.468,0.075,0,6,1,5,0
2994,1,13,4,1,2,10332.0,948,0.843,67,0.763,0.092,0,3,2,4,3
2995,4,36,5,1,4,10226.0,1638,1.053,57,1.036,0.16,1,6,1,2,0
2996,3,34,6,3,4,12050.0,1821,0.63,40,0.481,0.151,1,0,2,2,0
2997,2,22,5,2,2,26124.0,0,0.735,92,0.586,0.0,1,3,2,0,0
2998,3,31,6,2,2,9816.0,0,0.673,81,0.528,0.0,0,2,0,4,0
2999,2,40,4,3,3,2783.0,2379,0.912,74,1.0,0.855,0,0,2,4,0
3000,3,36,5,2,3,15942.0,0,0.723,41,0.323,0.0,1,2,3,2,0
3001,3,39,4,3,2,12222.0,1260,1.138,78,0.733,0.103,0,2,2,4,3
3002,4,26,4,2,4,4002.0,1402,0.579,53,0.514,0.35,0,1,1,4,0
3003,0,53,6,3,2,34516.0,1388,0.791,64,0.684,0.04,1,0,2,3,3
3004,2,36,3,2,4,10227.0,1695,0.875,82,0.783,0.166,1,3,2,3,0
3005,2,34,3,3,1,4265.0,1622,0.708,62,0.879,0.38,0,2,2,4,0
3006,2,36,3,2,2,13867.0,0,0.659,68,0.744,0.0,1,6,3,2,0
3007,2,34,4,1,2,2243.0,0,0.697,63,0.75,0.0,1,1,0,1,0
3008,2,36,6,1,3,11239.0,1375,0.94,89,0.78,0.122,0,2,1,1,0
3009,2,45,5,1,2,22558.0,818,0.987,70,0.591,0.036,1,6,2,2,0
3010,5,36,5,2,4,34516.0,891,0.926,64,0.778,0.026,1,4,1,0,3
3011,2,36,4,2,3,23510.0,1049,0.438,35,0.296,0.045,1,2,1,3,0
3012,0,55,6,2,2,1651.0,1433,0.985,58,0.611,0.868,0,5,3,1,0
3013,1,41,6,2,2,8693.0,796,0.864,69,0.533,0.092,0,3,2,4,0
3014,2,30,3,3,1,4549.0,1193,0.445,33,0.5,0.262,0,3,1,4,0
3015,2,33,3,1,2,3558.0,0,0.57,65,0.912,0.0,1,0,1,3,0
3016,1,37,1,3,4,7176.0,0,0.45,33,0.65,0.0,0,2,2,4,0
3017,3,38,3,3,1,34516.0,657,0.641,76,0.689,0.019,1,6,2,3,3
3018,3,25,3,3,4,18293.0,0,0.571,63,0.432,0.0,1,2,2,2,0
3019,2,23,6,2,1,18332.0,1376,0.6,67,0.675,0.075,0,2,0,5,0
3020,2,43,5,3,2,6383.0,1436,0.845,88,0.66,0.225,1,2,0,3,0
3021,3,31,5,2,3,13441.0,2517,0.734,49,0.633,0.187,0,3,2,4,3
3022,2,43,3,1,3,20114.0,0,0.82,88,0.796,0.0,1,2,1,0,0
3023,2,43,3,2,1,2019.0,1387,0.56,36,0.714,0.687,0,2,2,4,0
3024,3,33,6,1,2,34516.0,1793,0.767,78,0.472,0.052,1,3,2,2,3
3025,5,47,3,1,4,1438.3,0,0.414,36,0.333,0.0,1,4,2,3,0
3026,4,36,1,3,2,8017.0,0,0.559,43,0.654,0.0,1,3,1,2,0
3027,1,36,3,1,2,8519.0,0,0.873,65,0.625,0.0,0,1,1,5,0
3028,3,33,6,2,2,34516.0,2135,0.488,63,0.703,0.062,1,6,2,3,0
3029,0,39,6,3,3,9474.0,1021,0.557,54,0.588,0.108,1,5,0,2,0
3030,3,27,5,3,4,6587.0,824,1.262,70,0.842,0.125,0,2,2,4,0
3031,1,36,4,2,2,2999.0,0,0.812,80,0.778,0.0,1,3,2,2,0
3032,3,32,3,1,4,7154.0,1472,1.002,59,0.735,0.206,1,2,2,2,0
3033,2,43,4,2,4,4039.0,1397,0.396,36,0.286,0.346,1,4,1,3,0
3034,3,46,6,2,3,5516.0,2517,0.473,24,0.5,0.456,1,2,1,3,0
3035,0,54,3,1,2,5577.0,689,0.985,70,1.121,0.124,0,2,2,4,0
3036,3,24,6,3,3,8628.0,1500,0.688,60,0.818,0.174,1,6,3,3,0
3037,2,33,5,3,1,30137.0,1368,0.721,74,0.897,0.045,1,5,2,0,0
3038,3,36,4,2,1,9778.0,2154,0.5,66,0.692,0.22,0,1,1,4,0
3039,3,38,4,2,5,20912.0,0,0.725,84,0.787,0.0,1,5,2,0,0
3040,3,45,3,2,2,14699.0,1049,0.534,64,0.561,0.071,1,3,2,0,0
3041,3,36,6,3,2,10350.0,0,0.826,63,0.8,0.0,1,0,2,2,0
3042,4,36,5,2,3,11346.0,0,0.665,67,0.457,0.0,1,2,2,1,0
3043,2,55,4,1,3,15987.0,1345,0.729,56,0.867,0.084,0,2,2,4,1
3044,3,30,3,2,4,19711.0,0,1.037,72,1.0,0.0,1,2,2,2,0
3045,4,25,4,1,1,8650.0,1929,0.777,63,1.032,0.223,1,3,2,1,0
3046,2,36,5,1,1,34516.0,1316,0.818,60,0.714,0.038,1,2,2,3,3
3047,2,36,6,1,2,9748.0,1354,0.893,66,0.833,0.139,1,2,1,3,0
3048,3,36,3,1,2,2454.0,2060,0.804,75,0.596,0.839,0,6,3,4,0
3049,3,35,2,2,6,34516.0,0,0.464,44,0.333,0.0,1,4,3,0,0
3050,3,40,4,2,4,4255.0,1681,0.65,72,0.5,0.395,0,3,3,4,0
3051,4,24,4,2,2,3271.0,1367,0.704,92,1.0,0.418,0,5,2,4,0
3052,0,20,3,3,2,3480.0,724,0.722,65,0.806,0.208,0,2,2,4,0
3053,3,40,3,1,4,13306.0,2458,0.516,68,0.581,0.185,1,5,2,3,0
3054,3,31,6,1,2,13637.0,0,0.566,73,0.659,0.0,1,2,2,3,0
3055,3,29,4,2,3,6733.0,1028,0.553,72,0.565,0.153,1,2,2,2,0
3056,3,45,3,3,0,2728.0,1365,0.648,83,0.976,0.5,0,3,2,4,0
3057,4,41,5,1,2,6250.0,644,1.06,41,1.158,0.103,0,2,1,1,0
3058,4,33,5,1,3,3653.0,881,0.846,66,0.692,0.241,1,5,1,1,0
3059,3,36,4,3,1,22919.0,1368,0.942,71,0.919,0.06,1,3,0,2,0
3060,1,20,3,2,2,34516.0,0,0.531,59,0.788,0.0,1,2,2,0,0
3061,3,38,3,1,4,4198.0,1782,1.526,36,1.0,0.424,1,6,1,3,0
3062,3,39,6,2,2,7532.0,0,0.476,68,0.619,0.0,1,2,2,2,0
3063,5,28,4,2,3,4587.0,1704,0.903,65,0.806,0.371,1,5,2,2,0
3064,4,36,5,3,4,12250.0,2165,0.641,39,0.696,0.177,1,2,1,3,0
3065,4,41,6,1,4,17753.0,1899,0.851,64,0.73,0.107,1,0,2,3,0
3066,1,19,4,3,3,12535.0,2049,0.683,74,0.609,0.163,0,2,2,4,3
3067,3,38,6,1,3,3541.0,1444,0.664,69,0.683,0.408,0,5,1,4,0
3068,3,33,6,3,4,14622.0,0,0.959,67,0.457,0.0,0,2,0,5,0
3069,3,38,3,1,2,23973.0,0,0.779,71,0.511,0.0,1,6,1,3,0
3070,3,38,4,2,1,29200.0,1310,1.092,73,1.028,0.045,1,2,2,3,0
3071,2,41,3,3,2,10077.0,0,0.639,52,0.576,0.0,1,4,2,2,0
3072,4,36,5,2,4,8667.0,1775,0.729,69,0.533,0.205,0,1,1,5,0
3073,3,31,4,3,4,12871.0,758,0.778,60,1.069,0.059,1,2,2,2,0
3074,2,30,3,2,4,2346.0,0,0.394,72,0.532,0.0,1,2,2,2,0
3075,2,43,4,2,4,9919.0,0,0.496,70,0.842,0.0,0,4,0,4,0
3076,3,33,4,1,4,17087.0,0,0.761,70,0.591,0.0,1,6,2,0,0
3077,3,36,2,3,3,5505.0,2517,0.729,42,0.448,0.457,0,2,1,4,0
3078,3,36,4,1,3,1902.0,0,0.693,53,0.893,0.0,0,5,0,4,0
3079,0,22,3,1,1,4254.0,2464,0.764,62,0.722,0.579,0,2,2,4,0
3080,2,39,6,1,3,9854.0,1886,0.921,76,0.949,0.191,1,6,3,3,0
3081,4,31,5,3,4,7711.0,988,0.884,42,0.68,0.128,0,3,1,4,0
3082,0,19,3,1,4,3213.0,2517,1.275,46,1.0,0.783,0,2,1,4,0
3083,2,37,3,2,4,3132.0,1466,0.689,59,0.595,0.468,1,6,3,0,0
3084,3,33,3,3,2,9977.0,2088,0.65,61,0.743,0.209,0,3,0,4,0
3085,2,41,5,1,3,5659.0,1393,0.436,40,0.6,0.246,0,0,1,5,0
3086,0,42,3,4,4,17161.0,0,0.552,42,0.556,0.0,1,6,2,1,3
3087,1,36,5,1,2,5018.0,1131,0.624,81,0.8,0.225,0,6,2,5,0
3088,3,38,4,3,3,11474.0,1063,0.686,74,0.451,0.093,0,6,1,5,0
3089,3,36,6,1,4,7925.0,1445,0.75,65,0.806,0.182,1,4,1,1,0
3090,0,20,6,3,3,12793.0,1650,0.783,67,0.763,0.129,0,5,2,4,3
3091,2,42,4,2,2,4834.0,0,0.998,35,1.059,0.0,1,6,2,4,0
3092,3,31,6,2,5,1438.3,688,0.976,86,0.72,0.478,0,3,1,4,0
3093,3,36,5,3,3,12948.0,1839,1.113,42,0.68,0.142,1,0,2,0,0
3094,4,36,1,4,5,5662.0,1484,0.434,25,0.25,0.262,1,2,2,2,0
3095,2,24,4,1,0,2799.0,0,0.696,43,0.654,0.0,0,3,2,4,0
3096,2,38,3,3,1,6030.0,1315,0.623,81,0.841,0.218,1,6,1,3,0
3097,2,35,5,3,1,6779.0,1359,0.737,65,0.512,0.2,1,2,0,3,0
3098,1,36,5,1,1,15248.0,1242,0.725,83,0.456,0.081,0,5,0,1,3
3099,3,45,4,1,0,15583.0,0,0.873,69,1.091,0.0,1,3,2,2,0
3100,1,26,3,2,3,2576.0,1754,1.027,69,0.468,0.681,1,3,1,1,0
3101,1,37,6,3,5,25270.0,1090,0.819,51,1.318,0.043,1,6,1,2,3
3102,4,22,3,3,3,8717.0,719,0.556,59,0.595,0.082,1,2,2,2,0
3103,4,36,4,2,3,1438.3,0,0.674,64,0.829,0.0,1,2,1,3,0
3104,5,35,4,2,1,33755.0,2301,0.751,71,0.651,0.068,1,0,2,3,0
3105,2,37,5,3,4,7282.0,0,0.74,69,0.816,0.0,0,6,2,1,0
3106,4,32,6,3,5,7260.0,713,0.833,73,0.78,0.098,1,6,2,3,0
3107,3,30,6,1,4,12952.0,1864,0.414,51,0.457,0.144,0,2,1,4,3
3108,2,43,6,1,5,5353.0,1594,0.973,79,0.837,0.298,0,6,2,4,0
3109,0,33,5,4,4,11741.0,1560,0.773,41,0.783,0.133,1,2,1,2,0
3110,4,36,5,3,1,2609.0,1656,0.657,64,0.6,0.635,0,5,2,4,0
3111,1,37,4,3,1,11167.0,0,0.622,74,0.762,0.0,0,0,1,5,0
3112,3,36,4,2,5,20882.0,1420,0.857,40,0.6,0.068,1,3,1,3,0
3113,2,37,5,2,2,34516.0,1230,0.72,63,1.1,0.036,1,6,2,0,1
3114,1,56,5,3,2,3071.0,2044,0.91,68,0.659,0.666,0,0,2,1,0
3115,2,34,5,1,4,2267.0,0,0.875,84,0.75,0.0,1,2,0,2,0
3116,2,44,4,2,2,6617.0,2517,0.459,68,0.659,0.38,1,3,2,0,0
3117,2,50,5,3,5,3276.0,0,0.972,61,0.694,0.0,0,3,0,4,0
3118,0,24,3,3,2,10097.0,2139,1.408,67,0.763,0.212,1,3,1,0,0
3119,3,36,6,2,1,8260.0,2517,1.049,64,0.73,0.305,0,0,1,4,0
3120,4,33,5,2,1,5776.0,874,0.894,72,0.636,0.151,1,2,1,1,0
3121,4,36,5,3,3,1438.3,915,0.464,58,0.611,0.636,0,2,0,4,0
3122,3,33,5,3,1,7207.0,2002,0.828,70,0.707,0.278,0,0,2,4,0
3123,1,16,3,1,4,2106.0,238,0.61,40,0.905,0.113,1,6,1,0,0
3124,3,34,4,2,5,21158.0,0,0.633,67,0.811,0.0,1,3,1,2,0
3125,3,36,3,2,2,22906.0,1132,0.942,64,0.73,0.049,1,2,1,0,0
3126,2,33,4,3,4,2648.0,2309,1.006,63,0.853,0.872,1,2,1,2,0
3127,4,29,6,2,2,30702.0,673,0.721,64,0.524,0.022,0,2,2,5,3
3128,1,40,5,3,1,34516.0,0,0.759,64,0.561,0.0,1,6,2,0,0
3129,1,36,3,1,3,17054.0,0,0.673,72,0.6,0.0,0,0,0,5,0
3130,3,18,5,1,5,16317.0,0,0.566,54,0.929,0.0,1,0,2,2,0
3131,1,27,3,2,4,3761.0,1710,0.627,65,0.585,0.455,1,2,2,3,0
3132,3,35,6,3,4,2173.0,0,0.857,60,0.714,0.0,1,6,1,1,0
3133,1,41,3,3,2,15845.0,1675,0.514,68,0.447,0.106,0,5,2,1,3
3134,1,39,2,3,3,8061.0,2517,0.352,31,0.409,0.312,0,5,1,1,0
3135,2,32,6,1,1,34516.0,0,0.928,59,1.107,0.0,1,3,3,0,0
3136,4,36,3,2,3,19430.0,0,1.012,80,0.633,0.0,1,2,1,3,0
3137,1,22,4,2,2,19127.0,985,0.966,56,0.931,0.051,0,6,2,5,0
3138,0,36,3,1,0,2708.0,2517,0.568,41,0.864,0.929,1,6,0,1,0
3139,1,51,3,3,4,23566.0,1147,0.629,64,0.641,0.049,0,2,2,5,0
3140,2,35,4,3,2,2532.0,2124,0.715,76,0.727,0.839,0,3,1,5,0
3141,2,29,3,2,3,9829.0,2517,0.59,73,1.212,0.256,1,3,2,2,0
3142,3,51,5,4,5,7226.0,1689,0.83,67,0.763,0.234,0,4,2,1,0
3143,1,49,6,5,4,4072.0,0,0.464,43,1.15,0.0,0,0,3,4,0
3144,3,28,4,1,5,21646.0,1778,1.071,61,0.794,0.082,0,5,2,5,0
3145,3,36,4,3,4,1438.3,0,1.022,69,0.917,0.0,0,2,2,4,0
3146,3,26,3,3,1,14046.0,1994,0.437,77,0.604,0.142,1,6,1,0,0
3147,4,32,5,2,3,25620.0,1107,0.971,66,0.65,0.043,1,6,1,2,3
3148,4,48,3,3,4,34516.0,278,0.817,49,0.4,0.008,1,6,2,0,0
3149,0,45,6,3,3,21358.0,1225,0.681,77,0.75,0.057,0,2,2,1,3
3150,0,48,5,3,1,1856.0,0,0.5,46,0.769,0.0,1,3,2,2,0
3151,3,28,5,3,2,1438.3,0,1.041,68,0.838,0.0,1,3,2,3,0
3152,1,56,3,1,5,2586.0,0,0.631,65,0.585,0.0,1,2,2,4,0
3153,2,21,5,3,3,3281.0,1272,0.799,34,0.545,0.388,1,2,1,3,0
3154,1,42,6,1,2,7115.0,2000,0.769,57,0.966,0.281,0,3,1,4,0
3155,3,36,5,3,3,13220.0,848,0.825,72,0.565,0.064,0,5,2,5,0
3156,3,39,3,2,3,5996.0,865,0.511,77,0.481,0.144,1,5,3,2,0
3157,4,34,2,3,6,9080.0,2174,0.653,46,0.586,0.239,1,2,3,1,0
3158,2,45,5,3,5,7563.0,1465,0.511,67,0.718,0.194,0,3,2,5,0
3159,1,32,4,1,5,8749.0,1654,0.695,73,0.553,0.189,0,2,1,4,0
3160,2,39,3,3,4,14973.0,0,0.706,72,0.6,0.0,1,3,2,2,0
3161,0,36,6,3,2,7108.0,600,0.813,68,0.619,0.084,1,2,2,5,0
3162,1,38,3,2,2,23007.0,1239,0.713,63,0.465,0.054,0,2,2,5,0
3163,5,39,3,2,3,24248.0,1020,1.19,84,0.75,0.042,1,0,1,2,0
3164,2,43,4,3,3,11617.0,2517,0.457,43,0.483,0.217,1,3,2,3,0
3165,2,36,3,2,3,30428.0,1721,0.717,69,0.605,0.057,1,2,1,2,3
3166,3,42,3,6,2,6805.0,1448,0.836,65,0.711,0.213,1,6,1,3,0
3167,1,48,4,3,2,14257.0,1113,0.406,23,0.278,0.078,1,2,1,2,0
3168,3,42,2,4,5,34516.0,0,0.521,35,0.591,0.0,1,5,0,0,3
3169,2,36,5,2,3,5719.0,892,0.589,68,0.417,0.156,0,0,2,4,0
3170,5,48,6,1,0,9517.0,1869,0.821,26,0.857,0.196,1,6,1,3,0
3171,3,36,3,2,4,5317.0,0,0.699,29,0.318,0.0,0,6,2,1,0
3172,3,32,5,1,2,2526.0,2303,0.836,69,0.568,0.912,1,2,2,1,0
3173,2,44,6,3,3,2971.0,0,1.154,63,0.615,0.0,0,3,2,4,0
3174,2,49,6,3,2,6834.0,900,0.605,70,0.628,0.132,1,2,2,4,0
3175,2,31,5,3,1,3002.0,1002,1.033,46,1.0,0.334,0,5,1,5,0
3176,2,42,3,2,2,16727.0,1380,0.605,73,0.622,0.083,1,2,2,2,0
3177,4,29,3,2,2,4573.0,0,0.703,70,0.944,0.0,1,3,1,2,0
3178,2,22,4,1,2,15410.0,0,0.638,69,0.533,0.0,1,4,2,3,0
3179,2,25,6,2,3,3299.0,2517,0.981,84,0.787,0.763,0,3,2,1,0
3180,2,33,1,2,3,13453.0,2517,0.619,42,0.448,0.187,0,5,2,4,3
3181,2,36,4,1,2,6362.0,1705,0.644,84,0.474,0.268,0,2,1,4,0
3182,2,49,5,3,1,2679.0,2011,0.466,28,0.75,0.751,0,6,1,4,0
3183,2,13,6,3,2,4369.0,2049,0.865,80,0.6,0.469,1,5,2,0,0
3184,2,36,5,3,2,1721.0,1037,0.721,57,0.727,0.603,0,5,2,4,0
3185,2,34,6,2,2,2196.0,1619,0.656,65,0.711,0.737,1,5,2,3,0
3186,4,38,6,3,3,2845.0,1153,0.836,66,0.941,0.405,1,2,1,1,0
3187,2,42,3,2,4,21144.0,1190,0.5,66,0.784,0.056,1,3,2,0,0
3188,3,36,1,3,4,3952.0,0,0.809,37,0.233,0.0,1,6,3,0,0
3189,2,25,4,2,2,3518.0,2035,0.567,82,0.673,0.578,0,2,1,4,0
3190,3,35,5,1,2,17343.0,1280,1.314,57,0.629,0.074,1,3,1,2,0
3191,3,33,4,1,2,3498.0,0,1.109,56,0.867,0.0,1,2,1,3,0
3192,2,25,4,1,3,9121.0,1426,0.666,80,0.481,0.156,1,5,2,1,0
3193,1,23,6,3,3,20230.0,798,0.592,82,0.708,0.039,1,5,3,0,0
3194,3,36,2,3,3,15422.0,864,0.578,54,0.8,0.056,1,6,2,2,0
3195,4,36,5,3,1,9132.0,800,0.62,71,0.511,0.088,1,6,2,2,0
3196,1,33,4,2,0,8054.0,1023,0.75,45,0.875,0.127,0,3,2,4,0
3197,3,34,3,2,3,1640.0,1444,0.423,33,0.222,0.88,1,2,1,1,0
3198,3,41,3,3,4,8739.0,0,0.715,69,0.769,0.0,1,1,1,3,0
3199,4,36,3,1,4,1818.0,0,0.672,44,0.467,0.0,1,2,2,3,0
3200,4,33,3,3,3,24949.0,1749,0.626,77,0.54,0.07,0,5,2,5,0
3201,3,38,4,3,3,3115.0,1136,0.499,70,0.458,0.365,0,2,1,1,0
3202,2,47,5,2,2,29695.0,1525,0.529,71,0.614,0.051,1,5,0,0,0
3203,2,50,4,1,2,7261.0,1079,1.312,58,1.071,0.149,1,5,0,2,0
3204,1,20,2,2,3,1621.0,580,0.421,41,0.171,0.358,0,6,1,4,0
3205,0,31,3,5,2,33472.0,2517,0.633,70,0.667,0.075,1,3,2,3,0
3206,3,36,6,3,2,11512.0,988,0.569,32,1.133,0.086,1,2,1,1,0
3207,0,18,3,3,3,12463.0,1319,0.655,71,0.543,0.106,0,6,3,5,0
3208,2,37,5,1,4,8511.0,0,0.88,62,0.676,0.0,1,2,1,2,0
3209,5,28,5,1,4,4821.0,1426,0.898,58,0.933,0.296,1,2,2,2,0
3210,2,45,4,1,2,2480.0,1584,0.874,66,0.784,0.639,1,2,3,2,0
3211,4,32,6,3,4,34516.0,2517,0.765,83,0.596,0.073,1,2,1,0,0
3212,1,46,5,2,4,8596.0,2019,0.677,80,0.6,0.235,1,5,1,0,0
3213,2,39,6,3,2,7223.0,1963,0.852,70,0.842,0.272,1,3,1,2,0
3214,2,39,3,2,3,1629.0,978,0.552,83,0.694,0.6,1,6,2,2,0
3215,1,36,3,2,1,17116.0,1289,0.559,50,0.923,0.075,0,6,0,5,0
3216,1,56,3,2,4,7216.0,2321,0.491,38,0.583,0.322,1,3,1,2,0
3217,3,32,4,1,3,28397.0,1421,0.635,31,0.824,0.05,1,0,2,2,3
3218,4,43,1,3,2,13720.0,0,0.671,36,0.241,0.0,1,5,2,2,0
3219,3,41,5,3,3,7553.0,660,0.549,67,0.457,0.087,0,6,1,1,0
3220,4,36,4,6,2,2952.0,2517,0.809,77,0.51,0.853,1,2,1,2,0
3221,3,30,5,3,3,11229.0,1054,0.552,36,1.571,0.094,1,3,3,3,0
3222,3,39,3,2,4,7109.0,866,0.572,75,0.667,0.122,1,0,1,1,0
3223,4,38,4,3,3,1862.0,845,0.604,68,0.889,0.454,1,6,1,1,0
3224,2,22,5,3,3,4511.0,754,0.905,71,0.919,0.167,1,0,2,2,0
3225,3,29,3,3,4,2533.0,1126,0.788,74,0.574,0.445,1,4,1,1,0
3226,1,30,6,2,2,2016.0,797,1.108,62,0.879,0.395,1,2,0,0,0
3227,5,44,2,3,4,3893.0,0,0.662,37,0.947,0.0,1,5,1,1,0
3228,0,29,5,3,2,5530.0,2034,0.647,68,0.744,0.368,1,3,0,1,0
3229,3,44,5,3,2,1737.0,813,0.756,58,0.812,0.468,0,1,2,4,0
3230,0,36,3,3,2,6853.0,1679,0.975,52,1.0,0.245,0,2,0,5,0
3231,2,42,3,2,2,34516.0,1190,0.832,78,0.733,0.034,1,3,0,0,0
3232,2,20,6,1,3,11068.0,1254,0.418,64,0.641,0.113,1,0,2,1,0
3233,2,36,5,2,4,5546.0,1829,0.673,46,1.0,0.33,0,2,1,4,0
3234,0,41,2,3,4,7277.0,504,0.582,40,0.29,0.069,1,1,1,2,0
3235,3,48,3,3,0,9426.0,1574,0.791,75,0.531,0.167,1,2,2,1,0
3236,2,36,5,3,1,1594.0,927,0.985,65,0.806,0.582,1,6,2,2,0
3237,2,43,3,2,2,2158.0,1170,0.73,89,0.679,0.542,1,2,3,3,0
3238,3,28,5,2,3,3490.0,1421,1.125,80,0.86,0.407,1,0,2,1,0
3239,5,30,3,2,3,2364.0,1619,0.585,65,0.711,0.685,0,5,1,4,0
3240,2,36,6,2,3,15704.0,0,0.924,91,0.685,0.0,0,3,1,5,0
3241,2,36,4,2,5,18253.0,2517,0.91,73,0.587,0.138,1,4,3,2,0
3242,4,36,5,3,0,3696.0,0,0.916,76,0.727,0.0,0,2,1,4,0
3243,1,43,4,3,3,8748.0,2284,0.839,73,0.587,0.261,1,2,2,1,0
3244,2,27,4,2,3,5608.0,1243,0.497,74,0.396,0.222,0,5,0,1,0
3245,4,28,3,2,3,34516.0,0,0.743,61,0.743,0.0,1,6,1,3,0
3246,1,42,4,3,3,3236.0,0,0.797,80,0.739,0.0,0,6,2,4,0
3247,2,36,3,1,3,2736.0,2043,0.801,84,0.75,0.747,0,4,2,4,0
3248,4,35,5,2,2,5195.0,0,1.135,69,0.769,0.0,0,6,2,4,0
3249,5,36,5,2,2,34516.0,1686,0.937,72,0.756,0.049,1,6,2,0,3
3250,3,35,6,3,1,6327.0,0,0.666,77,0.674,0.0,1,2,1,1,0
3251,2,36,6,1,2,4728.0,1386,0.756,70,0.628,0.293,1,1,3,3,0
3252,1,55,6,1,4,34516.0,2517,0.945,63,0.537,0.073,1,6,2,3,0
3253,1,18,5,3,2,6276.0,2289,0.637,68,0.388,0.365,1,6,2,0,0
3254,2,36,4,1,4,13430.0,2356,0.718,67,0.675,0.175,1,2,2,3,0
3255,1,36,3,1,2,2796.0,0,0.563,74,0.644,0.0,1,2,2,2,0
3256,2,38,4,3,3,2457.0,1051,0.982,71,0.919,0.428,1,2,1,1,0
3257,1,36,3,3,2,7075.0,1396,0.532,75,0.531,0.197,0,6,2,4,0
3258,2,31,4,2,3,12386.0,980,0.656,69,0.568,0.079,1,2,1,3,0
3259,4,31,4,3,2,32210.0,1115,0.62,53,0.514,0.035,1,0,2,3,0
3260,1,53,4,3,2,2136.0,1502,0.648,37,0.37,0.703,1,2,2,1,0
3261,2,36,3,3,3,10851.0,1101,0.702,65,0.757,0.101,1,1,2,3,0
3262,1,41,6,1,2,2717.0,1953,0.809,70,0.556,0.719,1,6,0,0,0
3263,2,52,4,2,4,3578.0,663,0.674,79,0.646,0.185,0,3,2,5,0
3264,1,50,4,3,0,10698.0,1790,0.981,67,0.914,0.167,1,6,2,2,0
3265,1,38,3,3,2,4668.0,0,0.896,77,0.453,0.0,0,5,0,4,0
3266,3,36,5,2,4,6772.0,0,0.483,66,0.65,0.0,0,0,0,5,0
3267,1,42,5,2,4,10696.0,1206,0.958,38,0.9,0.113,1,0,2,3,0
3268,3,35,3,3,4,11851.0,0,0.43,73,0.622,0.0,1,3,2,3,0
3269,2,31,3,3,2,11558.0,0,0.545,53,0.828,0.0,1,1,2,1,0
3270,3,36,3,2,2,9551.0,1833,1.675,52,1.476,0.192,1,3,3,2,0
3271,2,32,4,3,3,29923.0,0,0.937,52,0.793,0.0,1,3,3,3,0
3272,3,36,3,3,4,1438.3,0,0.499,40,0.29,0.0,0,1,3,4,0
3273,3,36,4,2,5,34516.0,1329,0.574,77,0.51,0.039,1,5,2,0,0
3274,0,56,6,2,2,9033.0,0,0.78,85,0.635,0.0,1,0,2,3,0
3275,3,36,2,3,1,3675.0,2517,0.766,35,0.667,0.685,0,5,1,4,0
3276,2,38,6,3,3,9183.0,2191,0.582,69,0.643,0.239,1,3,1,3,0
3277,4,36,5,1,1,7924.0,1896,1.161,58,0.933,0.239,0,6,1,4,0
3278,3,36,6,1,0,5383.0,737,0.956,80,0.633,0.137,0,0,2,4,0
3279,3,39,5,2,4,21425.0,1459,1.061,60,0.538,0.068,0,2,2,1,3
3280,3,26,6,1,3,32866.0,2098,0.549,76,0.689,0.064,1,6,3,3,0
3281,3,35,5,2,2,1438.3,0,0.978,57,0.781,0.0,0,5,2,4,0
3282,1,24,6,3,2,10467.0,1961,0.713,65,0.667,0.187,1,1,2,1,0
3283,2,36,5,2,2,12856.0,0,0.51,61,0.564,0.0,1,2,2,0,0
3284,0,56,3,3,4,9721.0,0,0.826,46,1.0,0.0,0,2,2,1,0
3285,5,39,2,3,4,3981.0,0,0.764,42,0.355,0.0,0,2,1,4,0
3286,4,36,6,3,4,7587.0,0,0.82,59,0.844,0.0,0,6,2,4,0
3287,3,36,6,5,2,3417.0,1482,0.705,60,0.818,0.434,0,3,2,1,0
3288,2,40,3,3,4,8012.0,0,0.596,63,0.8,0.0,0,6,2,5,0
3289,0,36,3,3,5,3812.0,2517,0.586,45,0.731,0.66,1,2,2,4,0
3290,3,36,6,1,3,21378.0,1284,1.101,64,0.684,0.06,1,2,1,3,0
3291,1,47,6,3,4,12873.0,0,1.005,70,0.842,0.0,0,2,2,4,3
3292,3,39,5,3,1,20229.0,1217,0.741,62,0.55,0.06,1,3,2,2,0
3293,2,29,3,1,0,5387.0,795,0.837,59,1.034,0.148,0,6,2,4,0
3294,3,34,5,3,4,16546.0,1850,0.729,75,0.562,0.112,1,2,3,3,0
3295,3,34,5,1,2,11191.0,0,0.58,71,0.775,0.0,1,5,1,1,0
3296,3,40,4,1,2,17576.0,0,0.667,67,0.718,0.0,1,3,0,2,0
3297,1,36,3,2,3,4182.0,0,0.691,57,0.629,0.0,0,5,2,4,0
3298,0,37,4,5,2,10271.0,1746,0.661,72,0.6,0.17,1,2,2,1,0
3299,3,28,3,1,4,1647.0,1198,0.76,76,0.81,0.727,0,6,2,4,0
