,SEASON_YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,Game_Type,UID_STG,PIE,PER,SALARY
156,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21900843,2020-02-23T00:00:00,TOR vs. IND,W,23.8,7.0,12.0,0.583,1.0,2.0,0.5,0.0,0.0,0.0,4.0,11.0,15.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,15.0,25.0,1,0,Regular Season,2019-2016106127610021900843,13.92857143,27.4597479,23271604.0
157,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21900843,2020-02-23T00:00:00,TOR vs. IND,W,23.58333333,5.0,10.0,0.5,3.0,6.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.0,15.0,0,0,Regular Season,2019-2016106127610021900843,8.214285713999999,19.10226148,898310.0
158,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21900843,2020-02-23T00:00:00,TOR vs. IND,W,31.68333333,6.0,13.0,0.462,3.0,8.0,0.375,1.0,1.0,1.0,2.0,5.0,7.0,11.0,2.0,5.0,1.0,0.0,2.0,4.0,16.0,29.0,1,0,Regular Season,2019-2016106127610021900843,19.64285714,36.08019989,34996296.0
159,2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,21900843,2020-02-23T00:00:00,TOR vs. IND,W,5.483333332999999,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,0,0,Regular Season,2019-2016106127610021900843,0.7142857140000001,14.82729483,1588231.0
160,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,1.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Regular Season,2019-2016106127610021900829,0.847457627,8.886404834,898310.0
161,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,25.15,6.0,11.0,0.545,2.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,14.0,12.0,0,0,Regular Season,2019-2016106127610021900829,8.898305085,16.64059642,898310.0
162,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,13.51666667,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,2.0,-5.0,0,0,Regular Season,2019-2016106127610021900829,2.118644068,17.40584464,1588231.0
163,2019-20,1626259,Malcolm Miller,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,1.466666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Regular Season,2019-2016106127610021900829,0.0,0.0,1588231.0
164,2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,1.466666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Regular Season,2019-2016106127610021900829,1.694915254,20.055,129568.0
165,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,37.95,12.0,19.0,0.632,5.0,9.0,0.556,8.0,8.0,1.0,1.0,11.0,12.0,3.0,2.0,0.0,3.0,0.0,1.0,5.0,37.0,16.0,1,0,Regular Season,2019-2016106127610021900829,36.44067797,44.47259552,2351839.0
166,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,35.6,6.0,13.0,0.462,2.0,7.0,0.28600000000000003,0.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,2.0,0.0,0.0,4.0,3.0,14.0,18.0,0,0,Regular Season,2019-2016106127610021900829,14.40677966,17.46168539,9346153.0
167,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,33.78333333,4.0,10.0,0.4,3.0,8.0,0.375,2.0,2.0,1.0,0.0,5.0,5.0,10.0,6.0,1.0,0.0,0.0,3.0,3.0,13.0,4.0,1,0,Regular Season,2019-2016106127610021900829,11.86440678,13.52024667,34996296.0
168,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,23.66166667,2.0,5.0,0.4,0.0,1.0,0.0,6.0,8.0,0.75,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,7.0,10.0,8.0,0,0,Regular Season,2019-2016106127610021900829,5.93220339,16.12625203,2500000.0
169,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,25.71666667,6.0,10.0,0.6,2.0,4.0,0.5,2.0,2.0,1.0,2.0,4.0,6.0,0.0,3.0,0.0,1.0,0.0,5.0,3.0,16.0,13.0,0,0,Regular Season,2019-2016106127610021900829,8.050847458,18.84929358,23271604.0
170,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21900829,2020-02-21T00:00:00,TOR vs. PHX,W,38.56666667,5.0,9.0,0.556,0.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,4.0,1.0,4.0,0.0,1.0,1.0,12.0,19.0,0,0,Regular Season,2019-2016106127610021900829,9.745762712000001,12.37000864,2281800.0
171,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,L,36.66666667,4.0,13.0,0.308,3.0,6.0,0.5,1.0,2.0,0.5,0.0,11.0,11.0,12.0,3.0,1.0,0.0,2.0,5.0,4.0,12.0,-7.0,1,1,Regular Season,2019-2016106127610021900809,26.86567164,15.19614545,34996296.0
172,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,L,38.53333333,8.0,19.0,0.42100000000000004,4.0,10.0,0.4,2.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,22.0,-12.0,0,0,Regular Season,2019-2016106127610021900809,16.41791045,12.87277682,9346153.0
173,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,L,34.55,10.0,17.0,0.588,5.0,10.0,0.5,3.0,4.0,0.75,1.0,8.0,9.0,0.0,2.0,1.0,2.0,0.0,5.0,4.0,28.0,3.0,0,0,Regular Season,2019-2016106127610021900809,35.07462687,30.66448625,23271604.0
174,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,L,37.45,6.0,17.0,0.353,1.0,6.0,0.16699999999999998,3.0,3.0,1.0,2.0,6.0,8.0,4.0,1.0,1.0,0.0,0.0,2.0,3.0,16.0,-9.0,0,0,Regular Season,2019-2016106127610021900809,20.89552239,14.62333778,2351839.0
175,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,L,16.88333333,0.0,6.0,0.0,0.0,5.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-2.0,0,0,Regular Season,2019-2016106127610021900809,-6.71641791,-9.150384995,898310.0
176,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,L,32.18333333,2.0,5.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,-10.0,0,0,Regular Season,2019-2016106127610021900809,0.746268657,0.9987156909999999,2281800.0
177,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,L,2.5333333330000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.0,0,0,Regular Season,2019-2016106127610021900809,-1.4925373130000001,-16.44355263,898310.0
178,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,L,16.33333333,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,-2.0,0,0,Regular Season,2019-2016106127610021900809,6.71641791,9.987122449,2500000.0
179,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21900809,2020-02-12T00:00:00,TOR @ BKN,L,9.05,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-9.0,0,0,Regular Season,2019-2016106127610021900809,0.746268657,4.889834254,1588231.0
180,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21900796,2020-02-10T00:00:00,TOR vs. MIN,W,37.28333333,5.0,13.0,0.385,2.0,7.0,0.28600000000000003,4.0,4.0,1.0,0.0,2.0,2.0,7.0,4.0,3.0,0.0,0.0,2.0,3.0,16.0,21.0,0,0,Regular Season,2019-2016106127610021900796,10.56603774,15.84708091,9346153.0
181,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21900796,2020-02-10T00:00:00,TOR vs. MIN,W,33.53833333,8.0,13.0,0.615,0.0,2.0,0.0,5.0,8.0,0.625,1.0,5.0,6.0,1.0,0.0,3.0,0.0,0.0,5.0,5.0,21.0,20.0,0,0,Regular Season,2019-2016106127610021900796,13.20754717,26.49222283,2500000.0
182,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21900796,2020-02-10T00:00:00,TOR vs. MIN,W,36.51166667,14.0,21.0,0.667,6.0,8.0,0.75,0.0,1.0,0.0,1.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,5.0,2.0,34.0,12.0,0,0,Regular Season,2019-2016106127610021900796,23.39622642,38.46425343,2351839.0
183,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21900796,2020-02-10T00:00:00,TOR vs. MIN,W,13.31666667,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,6.0,-6.0,0,0,Regular Season,2019-2016106127610021900796,1.509433962,7.76057572,1588231.0
184,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21900796,2020-02-10T00:00:00,TOR vs. MIN,W,15.01666667,1.0,5.0,0.2,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,-13.0,0,0,Regular Season,2019-2016106127610021900796,-2.264150943,-6.332830189,898310.0
185,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21900796,2020-02-10T00:00:00,TOR vs. MIN,W,40.16666667,9.0,16.0,0.563,4.0,7.0,0.5710000000000001,5.0,6.0,0.833,1.0,6.0,7.0,11.0,8.0,1.0,2.0,0.0,4.0,6.0,27.0,11.0,1,0,Regular Season,2019-2016106127610021900796,20.0,26.42255602,34996296.0
186,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21900796,2020-02-10T00:00:00,TOR vs. MIN,W,35.75,10.0,13.0,0.769,3.0,4.0,0.75,2.0,2.0,1.0,5.0,7.0,12.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,25.0,10.0,1,0,Regular Season,2019-2016106127610021900796,27.9245283,43.08825175,2281800.0
187,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21900796,2020-02-10T00:00:00,TOR vs. MIN,W,2.766666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0,0,Regular Season,2019-2016106127610021900796,-0.754716981,-14.16506024,898310.0
188,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,W,16.03333333,2.0,5.0,0.4,0.0,2.0,0.0,5.0,5.0,1.0,2.0,3.0,5.0,0.0,2.0,0.0,3.0,0.0,5.0,3.0,9.0,5.0,0,0,Regular Season,2019-2016106127610021900781,4.2452830189999995,20.88661123,1588231.0
189,2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,W,8.383333333,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0,0,Regular Season,2019-2016106127610021900781,-1.41509434,0.604413519,129568.0
190,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,W,33.03333333,11.0,20.0,0.55,4.0,9.0,0.444,3.0,3.0,1.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,4.0,2.0,29.0,-1.0,0,0,Regular Season,2019-2016106127610021900781,19.81132075,28.66655903,9346153.0
191,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,W,33.6,9.0,22.0,0.409,0.0,5.0,0.0,2.0,4.0,0.5,0.0,7.0,7.0,4.0,0.0,0.0,1.0,1.0,1.0,3.0,20.0,-8.0,0,0,Regular Season,2019-2016106127610021900781,14.62264151,17.28872024,2351839.0
192,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,W,31.96666667,5.0,9.0,0.556,1.0,3.0,0.33299999999999996,1.0,2.0,0.5,1.0,5.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,12.0,-4.0,0,0,Regular Season,2019-2016106127610021900781,13.20754717,17.37422315,23271604.0
193,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,W,22.28333333,6.0,9.0,0.667,3.0,4.0,0.75,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,15.0,4.0,0,0,Regular Season,2019-2016106127610021900781,18.86792453,36.05488407,898310.0
194,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,W,30.2,7.0,15.0,0.467,5.0,8.0,0.625,1.0,1.0,1.0,5.0,3.0,8.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,20.0,-8.0,0,0,Regular Season,2019-2016106127610021900781,12.73584906,24.68990066,898310.0
195,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,W,16.78333333,2.0,6.0,0.33299999999999996,0.0,0.0,0.0,1.0,2.0,0.5,4.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,0,0,Regular Season,2019-2016106127610021900781,6.603773585,19.63567031,2500000.0
196,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21900781,2020-02-08T00:00:00,TOR vs. BKN,W,28.85,2.0,4.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,-5.0,0,0,Regular Season,2019-2016106127610021900781,7.547169811,10.54831889,2281800.0
197,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21900772,2020-02-07T00:00:00,TOR @ IND,W,13.46,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,-5.0,0,0,Regular Season,2019-2016106127610021900772,11.96172249,33.27771174,2500000.0
198,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21900772,2020-02-07T00:00:00,TOR @ IND,W,34.75,6.0,20.0,0.3,1.0,5.0,0.2,2.0,2.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,15.0,7.0,0,0,Regular Season,2019-2016106127610021900772,1.435406699,0.903597122,2351839.0
199,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21900772,2020-02-07T00:00:00,TOR @ IND,W,28.2,5.0,8.0,0.625,3.0,5.0,0.6,3.0,4.0,0.75,1.0,2.0,3.0,0.0,1.0,5.0,0.0,1.0,6.0,3.0,16.0,9.0,0,0,Regular Season,2019-2016106127610021900772,11.96172249,27.26393617,2281800.0
200,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21900772,2020-02-07T00:00:00,TOR @ IND,W,28.08333333,6.0,11.0,0.545,3.0,7.0,0.429,1.0,1.0,1.0,1.0,0.0,1.0,11.0,2.0,1.0,0.0,0.0,2.0,4.0,16.0,5.0,1,0,Regular Season,2019-2016106127610021900772,18.66028708,30.4101365,34996296.0
201,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21900772,2020-02-07T00:00:00,TOR @ IND,W,40.3,9.0,17.0,0.529,3.0,5.0,0.6,1.0,2.0,0.5,3.0,7.0,10.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,22.0,10.0,1,0,Regular Season,2019-2016106127610021900772,16.74641148,17.34826303,23271604.0
202,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21900772,2020-02-07T00:00:00,TOR @ IND,W,25.03333333,7.0,11.0,0.636,3.0,6.0,0.5,0.0,1.0,0.0,1.0,7.0,8.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,17.0,7.0,0,0,Regular Season,2019-2016106127610021900772,18.18181818,32.58351531,898310.0
203,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21900772,2020-02-07T00:00:00,TOR @ IND,W,7.556666667000001,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0,0,Regular Season,2019-2016106127610021900772,0.9569377990000001,11.45518306,1588231.0
204,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21900772,2020-02-07T00:00:00,TOR @ IND,W,40.58333333,6.0,14.0,0.429,3.0,7.0,0.429,5.0,5.0,1.0,0.0,3.0,3.0,7.0,3.0,2.0,0.0,0.0,1.0,4.0,20.0,9.0,0,0,Regular Season,2019-2016106127610021900772,19.13875598,19.89055441,9346153.0
205,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21900758,2020-02-05T00:00:00,TOR vs. IND,W,7.916666667,2.0,3.0,0.667,0.0,1.0,0.0,3.0,4.0,0.75,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,-3.0,0,0,Regular Season,2019-2016106127610021900758,5.485232067999999,38.77528421,1588231.0
206,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21900758,2020-02-05T00:00:00,TOR vs. IND,W,33.83333333,13.0,21.0,0.619,2.0,7.0,0.28600000000000003,2.0,2.0,1.0,1.0,6.0,7.0,3.0,3.0,1.0,0.0,2.0,5.0,2.0,30.0,-8.0,0,0,Regular Season,2019-2016106127610021900758,20.67510549,30.68905419,23271604.0
207,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21900758,2020-02-05T00:00:00,TOR vs. IND,W,39.60333333,7.0,18.0,0.389,1.0,4.0,0.25,10.0,11.0,0.909,1.0,8.0,9.0,5.0,1.0,3.0,0.0,0.0,2.0,7.0,25.0,14.0,0,0,Regular Season,2019-2016106127610021900758,22.3628692,27.12077266,2351839.0
208,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21900758,2020-02-05T00:00:00,TOR vs. IND,W,37.53333333,12.0,21.0,0.5710000000000001,3.0,6.0,0.5,5.0,5.0,1.0,3.0,5.0,8.0,10.0,3.0,2.0,0.0,1.0,3.0,5.0,32.0,13.0,1,0,Regular Season,2019-2016106127610021900758,29.95780591,39.96879218,34996296.0
209,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21900758,2020-02-05T00:00:00,TOR vs. IND,W,37.31666667,4.0,10.0,0.4,2.0,5.0,0.4,0.0,0.0,0.0,0.0,3.0,3.0,7.0,1.0,3.0,0.0,1.0,3.0,1.0,10.0,-4.0,0,0,Regular Season,2019-2016106127610021900758,10.97046414,14.87662349,9346153.0
210,2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,21900758,2020-02-05T00:00:00,TOR vs. IND,W,13.14333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-18.0,0,0,Regular Season,2019-2016106127610021900758,0.0,-2.050469186,2500000.0
211,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21900758,2020-02-05T00:00:00,TOR vs. IND,W,27.62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.0,0,0,Regular Season,2019-2016106127610021900758,0.421940928,0.443157133,2281800.0
212,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21900758,2020-02-05T00:00:00,TOR vs. IND,W,27.23333333,4.0,9.0,0.444,3.0,7.0,0.429,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,11.0,11.0,0,0,Regular Season,2019-2016106127610021900758,7.594936709,14.73591187,898310.0
213,2019-20,1629056,Terence Davis,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,28.38333333,12.0,15.0,0.8,6.0,7.0,0.857,1.0,2.0,0.5,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,31.0,18.0,0,0,Regular Season,2019-2016106127610021900740,19.01140684,42.86413388,898310.0
214,2019-20,1627832,Fred VanVleet,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,32.21666667,5.0,11.0,0.455,2.0,6.0,0.33299999999999996,0.0,0.0,0.0,2.0,2.0,4.0,8.0,3.0,1.0,0.0,0.0,3.0,2.0,12.0,17.0,0,0,Regular Season,2019-2016106127610021900740,9.125475285,16.259224,9346153.0
215,2019-20,1628449,Chris Boucher,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,24.51666667,5.0,10.0,0.5,1.0,4.0,0.25,4.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,15.0,21.0,0,0,Regular Season,2019-2016106127610021900740,10.2661597,24.79158396,1588231.0
216,2019-20,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,24.5,7.0,12.0,0.583,1.0,2.0,0.5,1.0,2.0,0.5,0.0,6.0,6.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,16.0,0.0,0,0,Regular Season,2019-2016106127610021900740,11.02661597,23.76644898,23271604.0
217,2019-20,200768,Kyle Lowry,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,29.50166667,3.0,7.0,0.429,3.0,7.0,0.429,5.0,6.0,0.833,0.0,4.0,4.0,6.0,2.0,0.0,1.0,0.0,2.0,7.0,14.0,14.0,0,0,Regular Season,2019-2016106127610021900740,11.78707224,21.50092085,34996296.0
218,2019-20,1627783,Pascal Siakam,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,27.96833333,6.0,14.0,0.429,0.0,2.0,0.0,5.0,5.0,1.0,5.0,4.0,9.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,17.0,13.0,0,0,Regular Season,2019-2016106127610021900740,13.30798479,26.435611699999995,2351839.0
219,2019-20,1628778,Paul Watson,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0,0,Regular Season,2019-2016106127610021900740,1.520912548,23.793125,79568.0
220,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,21.065,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,6.0,0,0,Regular Season,2019-2016106127610021900740,6.08365019,10.94934726,2281800.0
221,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,18.065,3.0,6.0,0.5,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,18.0,0,0,Regular Season,2019-2016106127610021900740,3.8022813689999997,13.37558815,898310.0
222,2019-20,1629052,Oshae Brissett,1610612761,TOR,Toronto Raptors,21900740,2020-02-02T00:00:00,TOR vs. CHI,W,3.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0,0,Regular Season,2019-2016106127610021900740,2.281368821,31.4428125,129568.0
223,2019-20,1628384,OG Anunoby,1610612761,TOR,Toronto Raptors,21900720,2020-01-31T00:00:00,TOR @ DET,W,23.79666667,3.0,6.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,1.0,0,0,Regular Season,2019-2016106127610021900720,3.723404255,8.168623056,2281800.0
224,2019-20,1628778,Paul Watson,1610612761,TOR,Toronto Raptors,21900720,2020-01-31T00:00:00,TOR @ DET,W,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,Regular Season,2019-2016106127610021900720,0.0,0.0,79568.0
225,2019-20,1629744,Matt Thomas,1610612761,TOR,Toronto Raptors,21900720,2020-01-31T00:00:00,TOR @ DET,W,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0,0,Regular Season,2019-2016106127610021900720,0.0,0.0,898310.0
